year,statefip,region4,region9,effort,inc_effort,predicted_fedrevpp0_,predicted_fedrevpp10_,predicted_fedrevpp20_,predicted_fedrevpp30_,fairness_fedrevpp,predicted_strevpp0_,predicted_strevpp10_,predicted_strevpp20_,predicted_strevpp30_,fairness_strevpp,predicted_locrevpp0_,predicted_locrevpp10_,predicted_locrevpp20_,predicted_locrevpp30_,fairness_locrevpp,predicted_slocrev0_,predicted_slocrev10_,predicted_slocrev20_,predicted_slocrev30_,fairness,syst_prog,predicted_curexpp0_,predicted_curexpp10_,predicted_curexpp20_,predicted_curexpp30_,fairness_curexpp,necm_predcost_state,necm_ppcstot_state,necm_enroll_state,necm_outcomegap_state,necm_fundinggap_state,necm_predcost_q1,necm_ppcstot_q1,necm_enroll_q1,necm_outcomegap_q1,necm_fundinggap_q1,necm_predcost_q2,necm_ppcstot_q2,necm_enroll_q2,necm_outcomegap_q2,necm_fundinggap_q2,necm_predcost_q3,necm_ppcstot_q3,necm_enroll_q3,necm_outcomegap_q3,necm_fundinggap_q3,necm_predcost_q4,necm_ppcstot_q4,necm_enroll_q4,necm_outcomegap_q4,necm_fundinggap_q4,necm_predcost_q5,necm_ppcstot_q5,necm_enroll_q5,necm_outcomegap_q5,necm_fundinggap_q5,predicted_tchph0_,predicted_tchph10_,predicted_tchph20_,predicted_tchph30_,fairness_tchph,count,enrolled,lowinc_ec,lowinc_enrolled,ec_enrollshare,ec_lowinc_enrollshare,ec_enrollgapratio,tchsalary25_30,nontchsal25_30,tchsalary31_40,nontchsal31_40,tchsalary41_50,nontchsal41_50,tchsalary51_60,nontchsal51_60,sal_parity25,sal_parity35,sal_parity45,sal_parity55,pred_csd_pov60,pred_csd_pov80,pred_csd_pov100,pred_csd_pov120,pred_csd_pov140,pred_csd_pov160,csd_ratio,pred_css_pov60,pred_css_pov80,pred_css_pov100,pred_css_pov120,pred_css_pov140,pred_css_pov160,css_ratio,pred_salratio_pov60,pred_salratio_pov80,pred_salratio_pov100,pred_salratio_pov120,pred_salratio_pov140,pred_salratio_pov160,sal_ratio,ftotinc_under185pov,ftotinc_over185pov,ftotinc_under130pov,ftotinc_over130pov,inc_gap185_ratio,inc_gap130_ratio,coverage,state_chartershare,inc_pubsch,inc_nonpubsch,pubprv_incratio
2019,46,2,9,0.0298526,0.0343574,372.5857,860.0203,1985.14,4582.197,12.29837,3965.848,4200.636,4449.323,4712.734,1.188329,4875.596,4433.723,4031.897,3666.488,0.7520083,7789.052,9185.988,10833.46,12776.4,1.640302,0.2864367,7278.136,8605.302,10174.47,12029.79,1.652866,10257.22,10115.73,136343.0,0.0399359,-141.4914,8331.963,9221.549,28424.0,0.2632277,889.5859,9491.652,9479.997,53810.0,0.100704,-11.65527,9340.643,9954.64,29580.0,0.0382996,613.9971,13768.86,11164.45,11478.0,-0.0191667,-2604.407,16595.79,14127.13,13051.0,-0.6676095,-2468.659,6.261727,6.804874,7.395134,8.036593,1.283447,24546.0,10352.0,7776.0,2467.0,0.4217388,0.3172582,0.7522624,26740.62,30054.8,29493.78,33163.03,32144.37,36815.52,34696.64,39449.13,0.8897289,0.8893571,0.8731201,0.8795287,,,,,,,,,,,,,,,,,,,,,,35079.16,115803.9,24615.32,107537.1,0.3029186,0.2289007,0.870611,0.0,94285.67,101447.0,0.9294081
2019,47,3,2,0.0277058,0.0319082,422.6035,710.4187,1194.251,2007.599,4.750552,4323.222,4902.57,5559.555,6304.581,1.458306,4061.997,3370.354,2796.478,2320.317,0.5712257,8124.454,8112.714,8100.991,8089.285,0.9956712,-0.2613572,7788.39,8203.96,8641.703,9102.805,1.168766,11150.76,9670.87,848424.0,-0.0039595,-1479.894,9395.919,9245.08,355250.0,0.182307,-150.8389,12620.89,10384.21,259540.0,-0.1543101,-2236.675,10531.28,9505.004,86633.0,-0.0216484,-1026.274,11810.48,9604.685,80280.0,-0.1175026,-2205.795,14786.19,9458.102,66721.0,-0.2512808,-5328.084,6.428872,6.53235,6.637493,6.744328,1.049069,162909.0,66125.0,63981.0,22783.0,0.4059015,0.3560901,0.8772821,21545.25,29355.67,25421.13,34487.26,29922.47,40806.91,33767.64,46322.3,0.7339382,0.7371166,0.7332696,0.7289716,,,,,,,,,,,,,,,,,,,,,,29449.59,124130.9,21735.89,111062.2,0.2372462,0.1957092,0.8401227,0.0441551,91150.27,148821.8,0.6124794
2019,48,3,8,0.0322172,0.0393088,523.0159,797.604,1216.353,1854.95,3.546643,2441.313,3293.417,4442.935,5993.676,2.455104,6190.712,4621.15,3449.527,2574.951,0.4159378,9338.762,9116.388,8899.309,8687.399,0.9302518,-0.074008,7101.935,7617.942,8171.441,8765.155,1.234192,15448.34,9728.912,5110943.0,-0.063338,-5719.424,10642.53,9213.496,1497045.0,0.232161,-1429.032,12851.55,9503.86,878203.0,-0.0496334,-3347.689,15583.32,9715.403,781681.0,-0.211452,-5867.914,16586.05,9968.152,719731.0,-0.2286804,-6617.902,22375.97,10383.23,1234283.0,-0.2415744,-11992.74,6.948862,6.928755,6.908706,6.888714,0.9913442,837995.0,367523.0,336156.0,126040.0,0.4385742,0.374945,0.8549179,25902.54,35155.07,29966.43,40590.91,34584.33,46952.06,38601.39,52650.25,0.7368081,0.7382548,0.7365881,0.7331663,,,,,,,,,,,,,,,,,,,,,,31246.0,139632.4,22855.28,125218.5,0.2237732,0.1825231,0.908393,0.0657663,103305.5,166933.4,0.6188428
2019,49,4,4,0.0299581,0.0386708,280.9831,699.0408,1739.101,4326.603,15.39809,6064.132,5740.485,5434.111,5144.089,0.8482811,1589.141,2531.018,4031.141,6420.38,4.040158,6355.604,7637.412,9177.734,11028.71,1.735273,0.3627615,5566.827,7016.458,8843.577,11146.49,2.002306,9140.323,8005.192,563140.0,0.107718,-1135.131,7930.084,7789.428,181301.0,0.167348,-140.6558,7995.406,7431.389,177416.0,0.1898649,-564.0176,11208.3,8328.58,117953.0,-0.1069926,-2879.72,9554.331,8487.607,45295.0,0.1737028,-1066.724,13022.96,9970.58,41175.0,0.0336883,-3052.383,4.116233,4.543696,5.01555,5.536404,1.345017,104953.0,47020.0,28765.0,9513.0,0.4480101,0.3307144,0.7381852,24794.12,32215.44,28899.4,37582.29,33660.61,43783.77,38345.67,49446.9,0.7696347,0.7689633,0.768792,0.7754919,,,,,,,,,,,,,,,,,,,,,,39408.43,142039.1,26596.94,131876.2,0.2774477,0.2016812,0.917025,0.1307351,121903.9,132853.1,0.9175839
2019,50,1,5,,,373.2316,890.7967,2126.076,5074.333,13.59567,17982.39,19423.33,20979.74,22660.87,1.26017,1422.024,836.2269,491.7465,289.1734,0.2033533,15911.42,16781.29,17698.73,18666.32,1.17314,,17630.42,17672.02,17713.73,17755.53,1.007096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.269074,8.510334,8.758632,9.014174,1.090107,10822.0,7463.0,3081.0,2042.0,0.6896138,0.6627718,0.9610769,27858.63,30566.28,31840.94,34845.01,36768.51,39874.69,40180.93,44513.16,0.9114171,0.9137875,0.9221014,0.9026752,,,,,,,,,,,,,,,,,,,,,,34066.18,128450.1,22562.62,117716.3,0.2652095,0.1916694,0.9181004,0.0,109488.0,121019.1,0.9047167
2019,51,3,7,0.033316,0.0371213,468.0969,743.7631,1181.771,1877.726,4.011405,5232.647,6026.715,6941.285,7994.644,1.527839,5047.704,4078.809,3295.892,2663.253,0.5276167,10294.24,9929.967,9578.584,9239.636,0.897554,0.1884903,10205.58,10223.38,10241.21,10259.07,1.005241,12869.52,12639.84,1289176.0,0.1040906,-229.6776,11329.56,13350.72,640179.0,0.2176432,2021.158,11270.84,11355.68,277852.0,0.1350933,84.83789,12993.36,12934.59,94707.0,0.0100853,-58.76855,15419.85,11779.46,132474.0,-0.0733885,-3640.386,20374.62,12554.97,143964.0,-0.2355346,-7819.651,7.042586,7.062519,7.082508,7.102554,1.008515,198811.0,98835.0,55533.0,20024.0,0.4971305,0.3605784,0.7253194,24838.4,35952.45,28747.94,41592.85,33356.9,48244.0,37022.11,54034.95,0.6908682,0.691175,0.6914207,0.6851512,,,,,,,,,,,,,,,,,,,,,,30195.23,166654.7,21860.99,155225.2,0.1811844,0.140834,0.8781783,0.0009671,138047.6,170176.8,0.8112007
2019,53,4,6,0.0335805,0.0421417,374.6406,713.1854,1357.657,2584.507,6.898632,13972.14,13637.36,13310.6,12991.67,0.929827,4038.527,2499.854,1547.414,957.8514,0.2371784,13928.0,12977.35,12091.59,11266.29,0.808895,-0.0727513,11157.16,11654.12,12173.22,12715.43,1.139666,11168.7,14029.12,1119433.0,-0.00172,2860.427,8928.956,14200.48,346887.0,0.3627655,5271.524,10283.05,13762.97,289061.0,-0.011493,3479.923,11775.73,14036.42,223277.0,-0.1665591,2260.693,12746.81,14151.02,178553.0,-0.2845627,1404.218,18708.11,13956.84,81655.0,-0.4531794,-4751.273,5.607927,5.659439,5.711424,5.763886,1.02781,189346.0,93790.0,49417.0,20941.0,0.4953366,0.423761,0.8555012,31526.7,41152.61,35872.6,46557.21,40380.96,52702.09,44364.44,57991.85,0.7660924,0.7705058,0.7662119,0.7650115,,,,,,,,,,,,,,,,,,,,,,33203.2,154650.3,22825.1,143371.0,0.2146986,0.159203,0.8809562,0.0031342,128950.4,175575.7,0.734443
2019,54,3,7,0.0387463,0.0408546,727.0609,1038.65,1483.774,2119.661,2.915383,6819.688,7371.734,7968.466,8613.503,1.263035,4646.603,3655.084,2875.141,2261.627,0.486727,10175.58,10050.94,9927.826,9806.221,0.9637012,-0.161114,10056.58,10316.86,10583.88,10857.81,1.079672,10120.58,11944.28,267976.0,-0.2635558,1823.702,9241.899,11974.96,84154.0,-0.1762631,2733.063,9794.634,12085.08,51269.0,-0.2043543,2290.443,10469.68,12154.73,49012.0,-0.2738489,1685.047,10531.33,11551.21,48351.0,-0.31288,1019.88,11646.14,11912.73,35190.0,-0.4764538,266.5967,6.982554,7.120108,7.260371,7.403398,1.060271,36747.0,11580.0,15486.0,4321.0,0.3151278,0.2790262,0.8854384,23792.59,28581.65,27842.61,33547.2,32591.29,39152.93,37127.68,44435.64,0.8324426,0.8299535,0.8324099,0.8355384,,,,,,,,,,,,,,,,,,,,,,29578.31,113000.2,21584.11,100296.2,0.2617545,0.2152036,0.88906,0.0,81791.96,104214.4,0.7848434
2019,55,2,1,0.0360874,0.0406165,363.7006,696.0651,1332.158,2549.538,7.009992,6589.617,8043.192,9817.407,11982.99,1.818465,5330.832,3868.302,2807.023,2036.908,0.3820994,11175.19,11112.52,11050.21,10988.24,0.9832715,0.0796961,9869.668,10580.99,11343.57,12161.11,1.23217,11660.24,12574.99,846480.0,0.0710557,914.7516,7715.542,11823.29,198090.0,0.4877698,4107.746,8967.748,11951.0,144278.0,0.2741888,2983.252,10408.42,12677.0,174755.0,0.0887319,2268.583,11320.65,12612.43,133147.0,-0.0021606,1291.787,18967.97,13676.46,196210.0,-0.4492418,-5291.504,6.901921,6.921068,6.940268,6.959521,1.008345,137749.0,61476.0,39809.0,17740.0,0.44629,0.4456279,0.9985164,27193.39,33642.33,31115.24,38390.34,35558.32,44010.07,39397.06,48774.66,0.8083087,0.8104964,0.8079587,0.8077362,,,,,,,,,,,,,,,,,,,,,,33181.17,127251.8,22660.71,119357.0,0.260752,0.1898566,0.8453123,0.050606,107401.3,115501.6,0.9298683
2019,56,4,4,0.0430609,0.0491172,494.3505,1147.731,2664.679,6186.57,12.51454,2874.703,9143.094,29079.92,92489.75,32.17367,10317.83,4343.38,1828.383,769.6732,0.0745964,12411.73,14989.88,18103.57,21864.03,1.761562,0.2766221,12030.22,14308.42,17018.04,20240.79,1.682495,8848.051,16304.0,93734.0,0.1432936,7455.948,8235.878,16664.21,18587.0,0.1546192,8428.329,8240.746,15332.25,34271.0,0.1588407,7091.509,8633.826,15477.87,26021.0,0.1651506,6844.04,10427.44,18375.52,8862.0,0.2760648,7948.075,12814.2,21267.54,5993.0,-0.2955756,8453.336,7.197582,7.826421,8.5102,9.253719,1.285671,13749.0,4451.0,4555.0,1590.0,0.3237326,0.349067,1.078257,26224.42,27541.38,30310.21,31247.16,34171.75,35351.0,37629.63,39378.15,0.9521825,0.9700148,0.9666417,0.9555966,,,,,,,,,,,,,,,,,,,,,,35266.56,126572.4,22927.4,116856.8,0.2786275,0.1962007,0.8938798,0.005702,104961.2,92216.9,1.138199
2018,1,3,2,0.0364032,0.0396129,442.9299,660.1214,983.8131,1466.228,3.310293,6525.29,6676.176,6830.55,6988.494,1.070986,3621.192,3110.5,2671.83,2295.026,0.6337764,9394.388,8949.723,8526.106,8122.54,0.8646162,-0.1816697,8358.855,8492.655,8628.595,8766.711,1.048793,15437.14,9695.174,725552.0,-0.2564342,-5741.969,10802.31,9515.168,263426.0,-0.0071624,-1287.14,12605.95,9742.37,156203.0,-0.2024584,-2863.576,15118.64,9975.978,74158.0,-0.3075238,-5142.662,19984.64,9517.444,150838.0,-0.4692254,-10467.19,27804.61,10263.97,80927.0,-0.7285898,-17540.64,6.048946,5.932489,5.818274,5.706258,0.9433475,116510.0,50149.0,53146.0,20101.0,0.4304266,0.3782223,0.8787149,22149.05,28096.42,25647.01,32778.36,30038.97,38227.69,33956.55,43172.15,0.788323,0.7824374,0.785791,0.7865384,25.20923,25.01711,24.825,24.63288,24.44076,24.24864,0.961895,15.71666,16.22721,16.73777,17.24832,17.75887,18.26942,1.162424,1.027742,1.020843,1.013943,1.007044,1.000145,0.9932458,0.9664353,26661.3,112513.5,19316.84,100786.5,0.2369609,0.191661,0.867782,0.0003658,78595.05,122665.5,0.6407267
2018,2,4,6,0.0417932,0.0530971,729.9163,1547.396,3280.423,6954.379,9.527639,11126.93,13395.68,16127.02,19415.28,1.74489,4093.437,2607.487,1660.949,1058.011,0.2584653,10008.97,12995.05,16871.98,21905.55,2.188591,0.4267185,10464.87,13490.05,17389.76,22416.79,2.1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.919172,6.192235,6.477894,6.776731,1.144878,19690.0,9450.0,4429.0,1207.0,0.479939,0.272522,0.5678263,34501.55,31862.96,40220.6,36877.84,47086.85,42736.6,51963.45,47791.37,1.082811,1.090644,1.101792,1.087298,18.23923,18.28316,18.3271,18.37104,18.41498,18.45892,1.012045,17.19418,17.11982,17.04546,16.9711,16.89674,16.82238,0.9783769,1.245383,1.269338,1.293293,1.317247,1.341202,1.365157,1.096175,34318.15,130796.0,25905.59,118878.3,0.2623792,0.2179168,0.9145342,0.0558692,99048.36,99798.82,0.9924803
2018,4,4,4,0.0248814,0.0278339,337.1511,600.3479,1069.009,1903.531,5.64593,3789.727,4077.849,4387.875,4721.472,1.245861,4011.064,3271.051,2667.564,2175.417,0.542354,7087.775,7088.462,7089.148,7089.834,1.00029,-0.0992827,6078.93,6580.718,7123.927,7711.976,1.26864,11330.08,8167.158,917237.0,-0.0768441,-3162.918,8187.537,7641.8,346681.0,0.2748836,-545.7373,10811.59,7852.98,182559.0,-0.0760881,-2958.61,12037.4,8518.131,142673.0,-0.3424619,-3519.273,15333.99,8530.369,151485.0,-0.414667,-6803.625,16409.65,9599.317,93839.0,-0.525008,-6810.335,5.46805,5.425843,5.383962,5.342404,0.9770219,175781.0,65593.0,74382.0,19834.0,0.3731518,0.2666505,0.71459,22021.79,33479.76,25181.8,38098.5,28652.11,43394.67,31748.03,48108.64,0.6577643,0.6609657,0.6602681,0.6599236,28.35872,29.13928,29.91984,30.7004,31.48095,32.26151,1.137622,21.93339,21.99537,22.05734,22.11932,22.1813,22.24327,1.014128,1.002046,1.005653,1.009259,1.012866,1.016472,1.020079,1.017996,31793.43,128215.6,23341.84,114555.6,0.2479684,0.2037599,0.8944347,0.2821288,93288.67,116870.9,0.7982195
2018,5,3,8,0.0422034,0.0418084,532.4857,753.7611,1066.988,1510.376,2.836464,9860.395,9763.463,9667.483,9572.448,0.9707977,1254.556,1183.608,1116.672,1053.522,0.8397565,8735.415,8819.862,8905.125,8991.213,1.029283,0.1306177,7774.349,8286.034,8831.396,9412.652,1.210732,14486.36,9927.65,473325.0,-0.1612315,-4558.711,10946.83,9531.674,165109.0,0.0654308,-1415.155,11618.41,9427.252,80005.0,-0.07428,-2191.156,15958.6,10513.01,98919.0,-0.2525625,-5445.592,15849.79,9832.306,51665.0,-0.2971193,-6017.48,22187.1,10603.14,77627.0,-0.5261241,-11583.96,6.558903,6.859568,7.174015,7.502876,1.143922,76362.0,35597.0,36901.0,16273.0,0.4661612,0.4409907,0.9460049,24553.99,30717.88,28190.38,34896.21,32182.35,39820.04,35485.43,44072.85,0.7993386,0.8078349,0.8081948,0.8051539,23.85245,23.79211,23.73177,23.67143,23.61109,23.55075,0.9873513,17.78252,17.8093,17.83609,17.86287,17.88965,17.91643,1.00753,1.005139,1.003358,1.001576,0.9997941,0.9980123,0.9962305,0.9911367,29075.64,111293.1,21046.07,97247.88,0.2612528,0.2164167,0.8880926,0.0716005,75479.31,111614.6,0.6762493
2018,6,4,6,0.031865,0.0382352,389.55,649.764,1083.797,1807.759,4.640635,5094.65,7048.243,9750.961,13490.06,2.647888,5363.151,3602.745,2420.177,1625.776,0.3031381,9814.82,10044.21,10278.95,10519.18,1.071765,0.0444646,8721.224,9316.759,9952.959,10632.6,1.219164,14637.95,11666.37,5969561.0,-0.1488863,-2971.579,9958.276,11284.3,1176649.0,0.3885055,1326.022,12424.2,11078.64,1015842.0,-0.0300678,-1345.564,14394.54,11418.44,1262859.0,-0.1649962,-2976.098,16831.19,12265.76,1872282.0,-0.3797545,-4565.427,20800.91,12036.32,641929.0,-0.5396424,-8764.592,4.51,4.481219,4.450085,4.419167,0.9793014,1021208.0,503411.0,351226.0,144683.0,0.4929564,0.4119371,0.8356461,32322.16,40178.64,37684.45,46558.36,43595.36,54090.53,48964.07,60817.48,0.8044612,0.8094026,0.8059702,0.8050985,33.20872,32.72322,32.23772,31.75222,31.26671,30.78121,0.9269012,21.95188,21.99434,22.03679,22.07925,22.12171,22.16417,1.009671,1.031747,1.029159,1.026572,1.023984,1.021396,1.018808,0.9874595,32124.75,156527.9,23364.31,140051.9,0.2052334,0.1668261,0.8985184,0.1126577,116393.0,192322.5,0.605197
2018,8,4,4,0.0304594,0.0349134,315.5457,585.0769,1084.835,2011.473,6.374586,5415.177,5893.7,6414.509,6981.339,1.289217,3994.762,3703.959,3434.326,3184.321,0.797124,9201.53,9557.026,9926.257,10309.75,1.120439,0.265453,8132.299,8553.287,8996.067,9461.77,1.16348,10833.54,10115.71,889510.0,0.1098165,-717.8387,8658.974,9843.765,491099.0,0.3084832,1184.791,10140.67,9921.291,73475.0,-0.0295173,-219.3809,14908.51,10903.89,225805.0,-0.1655425,-4004.614,12304.55,9995.752,47351.0,-0.1791981,-2308.8,13325.58,9643.279,51780.0,-0.126489,-3682.298,5.630741,5.973656,6.337456,6.72341,1.194054,139318.0,70768.0,35177.0,13553.0,0.5079602,0.3852802,0.758485,23112.17,32081.34,26804.52,36861.05,30614.47,42660.93,34221.02,47733.65,0.7204242,0.7271772,0.7176233,0.716916,23.68715,24.13172,24.57628,25.02084,25.4654,25.90996,1.09384,22.36862,22.01767,21.66672,21.31577,20.96483,20.61388,0.9215536,1.010148,1.009609,1.00907,1.008531,1.007992,1.007453,0.9973325,31032.69,148003.9,22393.01,136721.6,0.2096748,0.1637855,0.9003367,0.1396391,121619.6,157327.7,0.7730336
2018,9,1,5,0.0350748,0.037964,305.5065,573.0236,1074.792,2015.934,6.598662,5196.705,7737.625,11520.92,17154.06,3.300951,13340.63,8667.691,5631.583,3658.959,0.2742719,17918.44,17110.77,16339.51,15603.02,0.87078,-0.2543909,17631.77,16996.94,16384.97,15795.03,0.8958278,12385.9,19916.27,491590.0,0.1175607,7530.367,7485.736,20870.76,68547.0,0.661513,13385.02,7785.432,20597.82,71186.0,0.6056244,12812.39,8263.456,19755.46,68284.0,0.3598977,11492.0,9532.472,21021.0,64834.0,0.3017765,11488.53,17551.31,19118.11,218739.0,-0.3236519,1566.799,9.021981,8.723047,8.434017,8.154565,0.9038552,74236.0,49054.0,21807.0,11920.0,0.6607845,0.5466135,0.8272189,31030.49,35895.45,36293.59,41984.1,42566.05,49170.65,47485.39,55433.35,0.8644685,0.8644605,0.86568,0.8566213,22.28533,22.94308,23.60082,24.25856,24.91631,25.57405,1.147573,16.63171,17.06237,17.49302,17.92367,18.35433,18.78498,1.129468,1.022573,1.02272,1.022866,1.023013,1.023159,1.023305,1.000716,27456.28,190119.9,19874.21,175967.3,0.1444156,0.1129427,0.8989093,0.0206238,154138.4,261375.2,0.5897208
2018,10,3,7,0.0298705,0.0419853,436.5174,779.1909,1390.869,2482.724,5.687572,16489.09,14278.98,12365.11,10707.76,0.6493846,4223.851,3755.826,3339.66,2969.609,0.7030572,15942.03,14719.33,13590.4,12548.06,0.7871057,-0.1169618,12113.02,12963.52,13873.74,14847.87,1.225778,14404.22,15521.74,113857.0,-0.0371302,1117.516,11419.08,14286.01,26824.0,0.1153486,2866.923,12938.98,15710.58,28806.0,-0.0009884,2771.599,16992.72,18406.19,25255.0,-0.2932937,1413.467,14380.46,13608.68,18375.0,0.1523909,-771.7744,18332.78,14837.57,14597.0,-0.1840254,-3495.216,6.944402,7.090287,7.239236,7.391315,1.064356,24224.0,12428.0,8881.0,4461.0,0.5130449,0.5023083,0.9790728,28675.98,33807.16,33058.25,39210.59,38328.55,45663.4,43002.48,51255.3,0.8482222,0.8430948,0.8393713,0.8389861,26.0136,25.51106,25.00853,24.50599,24.00345,23.50092,0.903409,21.57266,19.59515,17.61763,15.64012,13.66261,11.68509,0.5416621,0.9782388,0.972165,0.9660912,0.9600175,0.9539437,0.94787,0.9689556,29529.9,127990.6,20644.87,116827.3,0.2307193,0.1767127,0.8688033,0.1362491,98686.23,161393.3,0.6114643
2018,11,3,7,0.0212806,0.0526381,,,,,,,,,,,,,,,,,,,,,,,,,,,23330.1,22759.09,48205.0,-0.2495779,-571.0173,,,,,,,,,,,,,,,,,,,,,23330.1,22759.08,48205.0,-0.2495779,-571.0195,,,,,,18544.0,15045.0,7759.0,5875.0,0.8113136,0.7571852,0.933283,28350.95,37856.61,33992.13,47002.13,44157.91,58341.58,50773.07,68904.74,0.7489038,0.723204,0.7568858,0.7368588,24.01256,23.91388,23.8152,23.71653,23.61786,23.51918,0.9794534,15.89892,15.99271,16.0865,16.18029,16.27408,16.36788,1.029496,1.090268,1.104406,1.118543,1.132681,1.146818,1.160955,1.064834,20441.28,207134.7,15632.62,195310.4,0.0986859,0.0800398,0.8204356,0.7602296,150074.3,321310.1,0.4670701
2018,12,3,7,0.0283843,0.0280032,610.6133,869.0648,1236.91,1760.451,2.883087,4243.592,4559.709,4899.375,5264.342,1.240539,3978.915,3664.101,3374.196,3107.229,0.7809237,8039.381,8076.623,8114.038,8151.626,1.013962,-0.0900065,7193.453,7708.618,8260.677,8852.271,1.230601,12837.13,9346.021,2812329.0,0.1279146,-3491.113,10327.01,9042.727,563566.0,0.2193443,-1284.287,13105.2,9405.372,1083520.0,0.1373358,-3699.823,13672.7,9414.783,1000942.0,0.0943445,-4257.917,13005.63,9518.446,90428.0,-0.0198268,-3487.183,16526.98,9646.541,73873.0,-0.0720634,-6880.439,8.160666,7.384102,6.681436,6.045634,0.7408261,472830.0,252132.0,197571.0,86223.0,0.5332403,0.4364153,0.8184214,24987.77,31002.6,28316.12,35149.92,32067.09,39938.32,35506.96,44068.43,0.8059894,0.8055815,0.8029154,0.8057233,24.95323,26.10365,27.25406,28.40448,29.5549,30.70531,1.230515,18.08793,17.92412,17.76031,17.59649,17.43268,17.26886,0.9547173,0.9805095,0.9944136,1.008318,1.022222,1.036126,1.05003,1.070903,30075.9,125462.7,22006.15,112207.2,0.2397198,0.1961206,0.8500278,0.1047675,92703.4,144488.0,0.6415994
2018,13,3,7,0.0352971,0.0432991,433.1978,649.6542,974.2674,1461.08,3.372779,6420.198,6583.162,6750.261,6921.603,1.078098,3438.052,3433.707,3429.366,3425.031,0.9962127,8791.609,9068.127,9353.343,9647.528,1.097356,0.293857,8120.058,8660.352,9236.596,9851.183,1.213191,15416.58,10756.18,1733206.0,-0.0527874,-4660.404,12130.4,10325.19,835206.0,0.1828568,-1805.208,16408.98,11057.79,349831.0,-0.1811649,-5351.187,18276.85,11539.3,306154.0,-0.2855839,-6737.55,18831.22,10576.85,133761.0,-0.3225902,-8254.365,25254.94,11113.49,108254.0,-0.464231,-14141.45,6.750068,6.831065,6.913033,6.995986,1.036432,284164.0,139493.0,116691.0,47782.0,0.4908891,0.4094746,0.8341489,22818.02,31948.47,26630.42,37103.83,30842.38,43127.33,34559.61,48293.97,0.7142131,0.7177268,0.7151468,0.7156091,29.23421,28.41209,27.58996,26.76784,25.94571,25.12358,0.8593898,18.0307,17.67706,17.3234,16.96975,16.6161,16.26245,0.9019311,1.016564,1.014215,1.011867,1.009519,1.007171,1.004823,0.9884506,28968.68,133250.2,20869.87,119131.5,0.2174006,0.1751835,0.8822792,0.0435582,96852.41,149599.0,0.6474133
2018,15,4,6,0.0254721,0.030415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37908.0,16951.0,9906.0,3677.0,0.4471616,0.3711892,0.8301008,27070.02,32145.23,31473.37,36622.81,35407.67,41733.19,39236.64,46174.24,0.8421162,0.8593925,0.8484296,0.8497516,,,,,,,,,,,,,,,1.029796,1.023691,1.017585,1.01148,1.005374,0.9992688,0.9703556,33102.24,142919.1,23948.33,133093.4,0.2316153,0.1799362,0.8280418,0.0628946,114889.6,162383.1,0.7075219
2018,16,4,4,0.031545,0.0317719,307.5339,647.758,1364.371,2873.773,9.344573,6432.532,6607.871,6787.99,6973.018,1.084024,1806.554,1497.873,1241.936,1029.729,0.5699963,7130.646,7098.406,7066.314,7034.366,0.9864978,-0.0406176,5948.989,6673.123,7485.4,8396.552,1.411425,9234.644,7750.336,281256.0,0.0744844,-1484.307,8124.825,7742.309,122481.0,0.2204347,-382.5166,8791.31,7622.364,53382.0,0.0353045,-1168.946,9646.432,7469.895,48036.0,0.0276726,-2176.537,10904.89,7803.923,41807.0,-0.1448136,-3100.963,13735.57,8975.143,15550.0,-0.2199829,-4760.424,5.403135,5.590828,5.78504,5.986,1.107875,48916.0,18229.0,20035.0,7063.0,0.3726593,0.3525331,0.9459931,22197.99,27171.63,25403.59,31366.82,29008.29,35980.91,32546.07,40047.56,0.8169549,0.8098873,0.8062133,0.8126854,27.28798,26.95927,26.63055,26.30184,25.97313,25.64442,0.9397699,20.2324,20.71918,21.20596,21.69274,22.17952,22.6663,1.120297,1.029325,1.021433,1.013542,1.005651,0.9977595,0.9898682,0.9616677,34419.05,116938.7,24722.33,104725.7,0.2943341,0.2360675,0.8820029,0.0748912,90811.09,85389.63,1.063491
